date,veg_name,whole_price,retail_price,shoping_mall_price,unit
2024-06-10,Ash gourd,18,21 - 23,22 - 30,1kg
2024-06-10,Baby Corn,59,68 - 75,71 - 97,1kg
2024-06-10,Banana Flower,19,22 - 24,23 - 31,1kg
2024-06-10,Capsicum,41,47 - 52,49 - 68,1kg
2024-06-10,Bitter Gourd,33,38 - 42,40 - 54,1kg
2024-06-10,Bottle Gourd,34,39 - 43,41 - 56,1kg
2024-06-10,Butter Beans,55,63 - 70,66 - 91,1kg
2024-06-10,Broad Beans,71,82 - 90,85 - 117,1kg
2024-06-10,Cabbage,30,35 - 38,36 - 50,1kg
2024-06-10,Carrot,39,45 - 50,47 - 64,1kg
2024-06-10,Cauliflower,25,29 - 32,30 - 41,1kg
2024-06-10,Cluster beans,45,52 - 57,54 - 74,1kg
2024-06-10,Coconut,36,41 - 46,43 - 59,1kg
2024-06-10,Colocasia Leaves,13,15 - 17,16 - 21,1kg
2024-06-10,Colocasia,28,32 - 36,34 - 46,1kg
2024-06-10,Coriander Leaves,6,7 - 8,7 - 10,1kg
2024-06-10,Corn,33,38 - 42,40 - 54,1kg
2024-06-10,Cucumber,26,30 - 33,31 - 43,1kg
2024-06-10,Curry Leaves,25,29 - 32,30 - 41,1kg
2024-06-10,Dill Leaves,12,14 - 15,14 - 20,1kg
2024-06-10,Drumsticks,30,35 - 38,36 - 50,1kg
2024-06-10,Brinjal,34,39 - 43,41 - 56,1kg
2024-06-10,Brinjal (Big),33,38 - 42,40 - 54,1kg
2024-06-10,Elephant Yam,39,45 - 50,47 - 64,1kg
2024-06-10,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-06-10,French Beans,88,101 - 112,106 - 145,1kg
2024-06-10,Garlic,186,214 - 236,223 - 307,1kg
2024-06-10,Ginger,126,145 - 160,151 - 208,1kg
2024-06-10,Onion Green,38,44 - 48,46 - 63,1kg
2024-06-10,Green Peas,41,47 - 52,49 - 68,1kg
2024-06-10,Ivy Gourd,31,36 - 39,37 - 51,1kg
2024-06-10,Lemon (Lime),87,100 - 110,104 - 144,1kg
2024-06-10,Mango Raw,31,36 - 39,37 - 51,1kg
2024-06-10,Mint Leaves,4,5 - 5,5 - 7,1kg
2024-06-10,Mushroom,92,106 - 117,110 - 152,1kg
2024-06-10,Mustard Leaves,14,16 - 18,17 - 23,1kg
2024-06-10,Ladies Finger,48,55 - 61,58 - 79,1kg
2024-06-10,Pumpkin,19,22 - 24,23 - 31,1kg
2024-06-10,Radish,36,41 - 46,43 - 59,1kg
2024-06-10,Ridge Gourd,33,38 - 42,40 - 54,1kg
2024-06-10,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg
2024-06-10,Snake Gourd,40,46 - 51,48 - 66,1kg
2024-06-10,Sorrel Leaves,16,18 - 20,19 - 26,1kg
2024-06-10,Spinach,15,17 - 19,18 - 25,1kg
2024-06-10,Sweet Potato,36,41 - 46,43 - 59,1kg
2024-06-11,Onion Big,38,44 - 48,46 - 63,1kg
2024-06-11,Onion Small,56,64 - 71,67 - 92,1kg
2024-06-11,Tomato,39,45 - 50,47 - 64,1kg
2024-06-11,Green Chilli,88,101 - 112,106 - 145,1kg
2024-06-11,Beetroot,38,44 - 48,46 - 63,1kg
2024-06-11,Potato,33,38 - 42,40 - 54,1kg
2024-06-11,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg
2024-06-11,Amaranth Leaves,14,16 - 18,17 - 23,1kg
2024-06-11,Amla,70,81 - 89,84 - 116,1kg
2024-06-11,Ash gourd,23,26 - 29,28 - 38,1kg
2024-06-11,Baby Corn,55,63 - 70,66 - 91,1kg
2024-06-11,Banana Flower,20,23 - 25,24 - 33,1kg
2024-06-11,Capsicum,48,55 - 61,58 - 79,1kg
2024-06-11,Bitter Gourd,30,35 - 38,36 - 50,1kg
2024-06-11,Bottle Gourd,33,38 - 42,40 - 54,1kg
2024-06-11,Butter Beans,46,53 - 58,55 - 76,1kg
2024-06-11,Broad Beans,71,82 - 90,85 - 117,1kg
2024-06-11,Cabbage,30,35 - 38,36 - 50,1kg
2024-06-11,Carrot,41,47 - 52,49 - 68,1kg
2024-06-11,Cauliflower,25,29 - 32,30 - 41,1kg
2024-06-11,Cluster beans,43,49 - 55,52 - 71,1kg
2024-06-11,Coconut,36,41 - 46,43 - 59,1kg
2024-06-11,Colocasia Leaves,16,18 - 20,19 - 26,1kg
2024-06-11,Colocasia,30,35 - 38,36 - 50,1kg
2024-06-11,Coriander Leaves,6,7 - 8,7 - 10,1kg
2024-06-11,Corn,30,35 - 38,36 - 50,1kg
2024-06-11,Cucumber,27,31 - 34,32 - 45,1kg
2024-06-11,Curry Leaves,29,33 - 37,35 - 48,1kg
2024-06-11,Dill Leaves,15,17 - 19,18 - 25,1kg
2024-06-11,Drumsticks,30,35 - 38,36 - 50,1kg
2024-06-11,Brinjal,37,43 - 47,44 - 61,1kg
2024-06-11,Brinjal (Big),31,36 - 39,37 - 51,1kg
2024-06-11,Elephant Yam,40,46 - 51,48 - 66,1kg
2024-06-11,Fenugreek Leaves,12,14 - 15,14 - 20,1kg
2024-06-11,French Beans,166,191 - 211,199 - 274,1kg
2024-06-11,Garlic,260,299 - 330,312 - 429,1kg
2024-06-11,Ginger,138,159 - 175,166 - 228,1kg
2024-06-11,Onion Green,44,51 - 56,53 - 73,1kg
2024-06-11,Green Peas,48,55 - 61,58 - 79,1kg
2024-06-11,Ivy Gourd,27,31 - 34,32 - 45,1kg
2024-06-11,Lemon (Lime),93,107 - 118,112 - 153,1kg
2024-06-11,Mango Raw,29,33 - 37,35 - 48,1kg
2024-06-11,Mint Leaves,5,6 - 6,6 - 8,1kg
2024-06-11,Mushroom,82,94 - 104,98 - 135,1kg
2024-06-11,Mustard Leaves,15,17 - 19,18 - 25,1kg
2024-06-11,Ladies Finger,45,52 - 57,54 - 74,1kg
2024-06-11,Pumpkin,21,24 - 27,25 - 35,1kg
2024-06-11,Radish,30,35 - 38,36 - 50,1kg
2024-06-11,Ridge Gourd,32,37 - 41,38 - 53,1kg
2024-06-11,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg
2024-06-11,Snake Gourd,32,37 - 41,38 - 53,1kg
2024-06-11,Sorrel Leaves,15,17 - 19,18 - 25,1kg
2024-06-11,Spinach,14,16 - 18,17 - 23,1kg
2024-06-11,Sweet Potato,37,43 - 47,44 - 61,1kg
2024-06-12,Onion Big,38,44 - 48,46 - 63,1kg
2024-06-12,Onion Small,56,64 - 71,67 - 92,1kg
2024-06-12,Tomato,39,45 - 50,47 - 64,1kg
2024-06-12,Green Chilli,88,101 - 112,106 - 145,1kg
2024-06-12,Beetroot,38,44 - 48,46 - 63,1kg
2024-06-12,Potato,33,38 - 42,40 - 54,1kg
2024-06-12,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg
2024-06-12,Amaranth Leaves,14,16 - 18,17 - 23,1kg
2024-06-12,Amla,70,81 - 89,84 - 116,1kg
2024-06-12,Ash gourd,23,26 - 29,28 - 38,1kg
2024-06-12,Baby Corn,55,63 - 70,66 - 91,1kg
2024-06-12,Banana Flower,20,23 - 25,24 - 33,1kg
2024-06-12,Capsicum,48,55 - 61,58 - 79,1kg
2024-06-12,Bitter Gourd,30,35 - 38,36 - 50,1kg
2024-06-12,Bottle Gourd,33,38 - 42,40 - 54,1kg
2024-06-12,Butter Beans,46,53 - 58,55 - 76,1kg
2024-06-12,Broad Beans,71,82 - 90,85 - 117,1kg
2024-06-12,Cabbage,30,35 - 38,36 - 50,1kg
2024-06-12,Carrot,41,47 - 52,49 - 68,1kg
2024-06-12,Cauliflower,25,29 - 32,30 - 41,1kg
2024-06-12,Cluster beans,43,49 - 55,52 - 71,1kg
2024-06-12,Coconut,36,41 - 46,43 - 59,1kg
2024-06-12,Colocasia Leaves,16,18 - 20,19 - 26,1kg
2024-06-12,Colocasia,30,35 - 38,36 - 50,1kg
2024-06-12,Coriander Leaves,6,7 - 8,7 - 10,1kg
2024-06-12,Corn,30,35 - 38,36 - 50,1kg
2024-06-12,Cucumber,27,31 - 34,32 - 45,1kg
2024-06-12,Curry Leaves,29,33 - 37,35 - 48,1kg
2024-06-12,Dill Leaves,15,17 - 19,18 - 25,1kg
2024-06-12,Drumsticks,30,35 - 38,36 - 50,1kg
2024-06-12,Brinjal,37,43 - 47,44 - 61,1kg
2024-06-12,Brinjal (Big),31,36 - 39,37 - 51,1kg
2024-06-12,Elephant Yam,40,46 - 51,48 - 66,1kg
2024-06-12,Fenugreek Leaves,12,14 - 15,14 - 20,1kg
2024-06-12,French Beans,166,191 - 211,199 - 274,1kg
2024-06-12,Garlic,260,299 - 330,312 - 429,1kg
2024-06-12,Ginger,138,159 - 175,166 - 228,1kg
2024-06-12,Onion Green,44,51 - 56,53 - 73,1kg
2024-06-12,Green Peas,48,55 - 61,58 - 79,1kg
2024-06-12,Ivy Gourd,27,31 - 34,32 - 45,1kg
2024-06-12,Lemon (Lime),93,107 - 118,112 - 153,1kg
2024-06-12,Mango Raw,29,33 - 37,35 - 48,1kg
2024-06-12,Mint Leaves,5,6 - 6,6 - 8,1kg
2024-06-12,Mushroom,82,94 - 104,98 - 135,1kg
2024-06-12,Mustard Leaves,15,17 - 19,18 - 25,1kg
2024-06-12,Ladies Finger,45,52 - 57,54 - 74,1kg
2024-06-12,Pumpkin,21,24 - 27,25 - 35,1kg
2024-06-12,Radish,30,35 - 38,36 - 50,1kg
2024-06-12,Ridge Gourd,32,37 - 41,38 - 53,1kg
2024-06-12,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg
2024-06-12,Snake Gourd,32,37 - 41,38 - 53,1kg
2024-06-12,Sorrel Leaves,15,17 - 19,18 - 25,1kg
2024-06-12,Spinach,14,16 - 18,17 - 23,1kg
2024-06-12,Sweet Potato,37,43 - 47,44 - 61,1kg
2024-06-13,Onion Big,38,44 - 48,46 - 63,1kg
2024-06-13,Onion Small,53,61 - 67,64 - 87,1kg
2024-06-13,Tomato,44,51 - 56,53 - 73,1kg
2024-06-13,Green Chilli,93,107 - 118,112 - 153,1kg
2024-06-13,Beetroot,35,40 - 44,42 - 58,1kg
2024-06-13,Potato,34,39 - 43,41 - 56,1kg
2024-06-13,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg
2024-06-13,Amaranth Leaves,11,13 - 14,13 - 18,1kg
2024-06-13,Amla,60,69 - 76,72 - 99,1kg
2024-06-13,Ash gourd,20,23 - 25,24 - 33,1kg
2024-06-13,Baby Corn,62,71 - 79,74 - 102,1kg
2024-06-13,Banana Flower,19,22 - 24,23 - 31,1kg
2024-06-13,Capsicum,41,47 - 52,49 - 68,1kg
2024-06-13,Bitter Gourd,31,36 - 39,37 - 51,1kg
2024-06-13,Bottle Gourd,33,38 - 42,40 - 54,1kg
2024-06-13,Butter Beans,49,56 - 62,59 - 81,1kg
2024-06-13,Broad Beans,60,69 - 76,72 - 99,1kg
2024-06-13,Cabbage,32,37 - 41,38 - 53,1kg
2024-06-13,Carrot,44,51 - 56,53 - 73,1kg
2024-06-13,Cauliflower,27,31 - 34,32 - 45,1kg
2024-06-13,Cluster beans,43,49 - 55,52 - 71,1kg
2024-06-13,Coconut,38,44 - 48,46 - 63,1kg
2024-06-13,Colocasia Leaves,15,17 - 19,18 - 25,1kg
2024-06-13,Colocasia,29,33 - 37,35 - 48,1kg
2024-06-13,Coriander Leaves,6,7 - 8,7 - 10,1kg
2024-06-13,Corn,33,38 - 42,40 - 54,1kg
2024-06-13,Cucumber,27,31 - 34,32 - 45,1kg
2024-06-13,Curry Leaves,25,29 - 32,30 - 41,1kg
2024-06-13,Dill Leaves,12,14 - 15,14 - 20,1kg
2024-06-13,Drumsticks,30,35 - 38,36 - 50,1kg
2024-06-13,Brinjal,36,41 - 46,43 - 59,1kg
2024-06-13,Brinjal (Big),30,35 - 38,36 - 50,1kg
2024-06-13,Elephant Yam,38,44 - 48,46 - 63,1kg
2024-06-13,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-06-13,French Beans,171,197 - 217,205 - 282,1kg
2024-06-13,Garlic,256,294 - 325,307 - 422,1kg
2024-06-13,Ginger,133,153 - 169,160 - 219,1kg
2024-06-13,Onion Green,44,51 - 56,53 - 73,1kg
2024-06-13,Green Peas,42,48 - 53,50 - 69,1kg
2024-06-13,Ivy Gourd,26,30 - 33,31 - 43,1kg
2024-06-13,Lemon (Lime),97,112 - 123,116 - 160,1kg
2024-06-13,Mango Raw,28,32 - 36,34 - 46,1kg
2024-06-13,Mint Leaves,5,6 - 6,6 - 8,1kg
2024-06-13,Mushroom,86,99 - 109,103 - 142,1kg
2024-06-13,Mustard Leaves,18,21 - 23,22 - 30,1kg
2024-06-13,Ladies Finger,46,53 - 58,55 - 76,1kg
2024-06-13,Pumpkin,17,20 - 22,20 - 28,1kg
2024-06-13,Radish,34,39 - 43,41 - 56,1kg
2024-06-13,Ridge Gourd,36,41 - 46,43 - 59,1kg
2024-06-13,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg
2024-06-13,Snake Gourd,37,43 - 47,44 - 61,1kg
2024-06-13,Sorrel Leaves,14,16 - 18,17 - 23,1kg
2024-06-13,Spinach,10,12 - 13,12 - 17,1kg
2024-06-13,Sweet Potato,36,41 - 46,43 - 59,1kg
2024-06-14,Onion Big,38,44 - 48,46 - 63,1kg
2024-06-14,Onion Small,53,61 - 67,64 - 87,1kg
2024-06-14,Tomato,44,51 - 56,53 - 73,1kg
2024-06-14,Green Chilli,93,107 - 118,112 - 153,1kg
2024-06-14,Beetroot,35,40 - 44,42 - 58,1kg
2024-06-14,Potato,34,39 - 43,41 - 56,1kg
2024-06-14,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg
2024-06-14,Amaranth Leaves,11,13 - 14,13 - 18,1kg
2024-06-14,Amla,60,69 - 76,72 - 99,1kg
2024-06-14,Ash gourd,20,23 - 25,24 - 33,1kg
2024-06-14,Baby Corn,62,71 - 79,74 - 102,1kg
2024-06-14,Banana Flower,19,22 - 24,23 - 31,1kg
2024-06-14,Capsicum,41,47 - 52,49 - 68,1kg
2024-06-14,Bitter Gourd,31,36 - 39,37 - 51,1kg
2024-06-14,Bottle Gourd,33,38 - 42,40 - 54,1kg
2024-06-14,Butter Beans,49,56 - 62,59 - 81,1kg
2024-06-14,Broad Beans,60,69 - 76,72 - 99,1kg
2024-06-14,Cabbage,32,37 - 41,38 - 53,1kg
2024-06-14,Carrot,44,51 - 56,53 - 73,1kg
2024-06-14,Cauliflower,27,31 - 34,32 - 45,1kg
2024-06-14,Cluster beans,43,49 - 55,52 - 71,1kg
2024-06-14,Coconut,38,44 - 48,46 - 63,1kg
2024-06-14,Colocasia Leaves,15,17 - 19,18 - 25,1kg
2024-06-14,Colocasia,29,33 - 37,35 - 48,1kg
2024-06-14,Coriander Leaves,6,7 - 8,7 - 10,1kg
2024-06-14,Corn,33,38 - 42,40 - 54,1kg
2024-06-14,Cucumber,27,31 - 34,32 - 45,1kg
2024-06-14,Curry Leaves,25,29 - 32,30 - 41,1kg
2024-06-14,Dill Leaves,12,14 - 15,14 - 20,1kg
2024-06-14,Drumsticks,30,35 - 38,36 - 50,1kg
2024-06-14,Brinjal,36,41 - 46,43 - 59,1kg
2024-06-14,Brinjal (Big),30,35 - 38,36 - 50,1kg
2024-06-14,Elephant Yam,38,44 - 48,46 - 63,1kg
2024-06-14,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-06-14,French Beans,171,197 - 217,205 - 282,1kg
2024-06-14,Garlic,256,294 - 325,307 - 422,1kg
2024-06-14,Ginger,133,153 - 169,160 - 219,1kg
2024-06-14,Onion Green,44,51 - 56,53 - 73,1kg
2024-06-14,Green Peas,42,48 - 53,50 - 69,1kg
2024-06-14,Ivy Gourd,26,30 - 33,31 - 43,1kg
2024-06-14,Lemon (Lime),97,112 - 123,116 - 160,1kg
2024-06-14,Mango Raw,28,32 - 36,34 - 46,1kg
2024-06-14,Mint Leaves,5,6 - 6,6 - 8,1kg
2024-06-14,Mushroom,86,99 - 109,103 - 142,1kg
2024-06-14,Mustard Leaves,18,21 - 23,22 - 30,1kg
2024-06-14,Ladies Finger,46,53 - 58,55 - 76,1kg
2024-06-14,Pumpkin,17,20 - 22,20 - 28,1kg
2024-06-14,Radish,34,39 - 43,41 - 56,1kg
2024-06-14,Ridge Gourd,36,41 - 46,43 - 59,1kg
2024-06-14,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg
2024-06-14,Snake Gourd,37,43 - 47,44 - 61,1kg
2024-06-14,Sorrel Leaves,14,16 - 18,17 - 23,1kg
2024-06-14,Spinach,10,12 - 13,12 - 17,1kg
2024-06-14,Sweet Potato,36,41 - 46,43 - 59,1kg
2024-06-15,Onion Big,38,44 - 48,46 - 63,1kg
2024-06-15,Onion Small,53,61 - 67,64 - 87,1kg
2024-06-15,Tomato,44,51 - 56,53 - 73,1kg
2024-06-15,Green Chilli,93,107 - 118,112 - 153,1kg
2024-06-15,Beetroot,35,40 - 44,42 - 58,1kg
2024-06-15,Potato,34,39 - 43,41 - 56,1kg
2024-06-15,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg
2024-06-15,Amaranth Leaves,11,13 - 14,13 - 18,1kg
2024-06-15,Amla,60,69 - 76,72 - 99,1kg
2024-06-15,Ash gourd,20,23 - 25,24 - 33,1kg
2024-06-15,Baby Corn,62,71 - 79,74 - 102,1kg
2024-06-15,Banana Flower,19,22 - 24,23 - 31,1kg
2024-06-15,Capsicum,41,47 - 52,49 - 68,1kg
2024-06-15,Bitter Gourd,31,36 - 39,37 - 51,1kg
2024-06-15,Bottle Gourd,33,38 - 42,40 - 54,1kg
2024-06-15,Butter Beans,49,56 - 62,59 - 81,1kg
2024-06-15,Broad Beans,60,69 - 76,72 - 99,1kg
2024-06-15,Cabbage,32,37 - 41,38 - 53,1kg
2024-06-15,Carrot,44,51 - 56,53 - 73,1kg
2024-06-15,Cauliflower,27,31 - 34,32 - 45,1kg
2024-06-15,Cluster beans,43,49 - 55,52 - 71,1kg
2024-06-15,Coconut,38,44 - 48,46 - 63,1kg
2024-06-15,Colocasia Leaves,15,17 - 19,18 - 25,1kg
2024-06-15,Colocasia,29,33 - 37,35 - 48,1kg
2024-06-15,Coriander Leaves,6,7 - 8,7 - 10,1kg
2024-06-15,Corn,33,38 - 42,40 - 54,1kg
2024-06-15,Cucumber,27,31 - 34,32 - 45,1kg
2024-06-15,Curry Leaves,25,29 - 32,30 - 41,1kg
2024-06-15,Dill Leaves,12,14 - 15,14 - 20,1kg
2024-06-15,Drumsticks,30,35 - 38,36 - 50,1kg
2024-06-15,Brinjal,36,41 - 46,43 - 59,1kg
2024-06-15,Brinjal (Big),30,35 - 38,36 - 50,1kg
2024-06-15,Elephant Yam,38,44 - 48,46 - 63,1kg
2024-06-15,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-06-15,French Beans,171,197 - 217,205 - 282,1kg
2024-06-15,Garlic,256,294 - 325,307 - 422,1kg
2024-06-15,Ginger,133,153 - 169,160 - 219,1kg
2024-06-15,Onion Green,44,51 - 56,53 - 73,1kg
2024-06-15,Green Peas,42,48 - 53,50 - 69,1kg
2024-06-15,Ivy Gourd,26,30 - 33,31 - 43,1kg
2024-06-15,Lemon (Lime),97,112 - 123,116 - 160,1kg
2024-06-15,Mango Raw,28,32 - 36,34 - 46,1kg
2024-06-15,Mint Leaves,5,6 - 6,6 - 8,1kg
2024-06-15,Mushroom,86,99 - 109,103 - 142,1kg
2024-06-15,Mustard Leaves,18,21 - 23,22 - 30,1kg
2024-06-15,Ladies Finger,46,53 - 58,55 - 76,1kg
2024-06-15,Pumpkin,17,20 - 22,20 - 28,1kg
2024-06-15,Radish,34,39 - 43,41 - 56,1kg
2024-06-15,Ridge Gourd,36,41 - 46,43 - 59,1kg
2024-06-15,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg
2024-06-15,Snake Gourd,37,43 - 47,44 - 61,1kg
2024-06-15,Sorrel Leaves,14,16 - 18,17 - 23,1kg
2024-06-15,Spinach,10,12 - 13,12 - 17,1kg
2024-06-15,Sweet Potato,36,41 - 46,43 - 59,1kg
2024-06-16,Onion Big,38,44 - 48,46 - 63,1kg
2024-06-16,Onion Small,53,61 - 67,64 - 87,1kg
2024-06-16,Tomato,44,51 - 56,53 - 73,1kg
2024-06-16,Green Chilli,93,107 - 118,112 - 153,1kg
2024-06-16,Beetroot,35,40 - 44,42 - 58,1kg
2024-06-16,Potato,34,39 - 43,41 - 56,1kg
2024-06-16,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg
2024-06-16,Amaranth Leaves,11,13 - 14,13 - 18,1kg
2024-06-16,Amla,60,69 - 76,72 - 99,1kg
2024-06-16,Ash gourd,20,23 - 25,24 - 33,1kg
2024-06-16,Baby Corn,62,71 - 79,74 - 102,1kg
2024-06-16,Banana Flower,19,22 - 24,23 - 31,1kg
2024-06-16,Capsicum,41,47 - 52,49 - 68,1kg
2024-06-16,Bitter Gourd,31,36 - 39,37 - 51,1kg
2024-06-16,Bottle Gourd,33,38 - 42,40 - 54,1kg
2024-06-16,Butter Beans,49,56 - 62,59 - 81,1kg
2024-06-16,Broad Beans,60,69 - 76,72 - 99,1kg
2024-06-16,Cabbage,32,37 - 41,38 - 53,1kg
2024-06-16,Carrot,44,51 - 56,53 - 73,1kg
2024-06-16,Cauliflower,27,31 - 34,32 - 45,1kg
2024-06-16,Cluster beans,43,49 - 55,52 - 71,1kg
2024-06-16,Coconut,38,44 - 48,46 - 63,1kg
2024-06-16,Colocasia Leaves,15,17 - 19,18 - 25,1kg
2024-06-16,Colocasia,29,33 - 37,35 - 48,1kg
2024-06-16,Coriander Leaves,6,7 - 8,7 - 10,1kg
2024-06-16,Corn,33,38 - 42,40 - 54,1kg
2024-06-16,Cucumber,27,31 - 34,32 - 45,1kg
2024-06-16,Curry Leaves,25,29 - 32,30 - 41,1kg
2024-06-16,Dill Leaves,12,14 - 15,14 - 20,1kg
2024-06-16,Drumsticks,30,35 - 38,36 - 50,1kg
2024-06-16,Brinjal,36,41 - 46,43 - 59,1kg
2024-06-16,Brinjal (Big),30,35 - 38,36 - 50,1kg
2024-06-16,Elephant Yam,38,44 - 48,46 - 63,1kg
2024-06-16,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-06-16,French Beans,171,197 - 217,205 - 282,1kg
2024-06-16,Garlic,256,294 - 325,307 - 422,1kg
2024-06-16,Ginger,133,153 - 169,160 - 219,1kg
2024-06-16,Onion Green,44,51 - 56,53 - 73,1kg
2024-06-16,Green Peas,42,48 - 53,50 - 69,1kg
2024-06-16,Ivy Gourd,26,30 - 33,31 - 43,1kg
2024-06-16,Lemon (Lime),97,112 - 123,116 - 160,1kg
2024-06-16,Mango Raw,28,32 - 36,34 - 46,1kg
2024-06-16,Mint Leaves,5,6 - 6,6 - 8,1kg
2024-06-16,Mushroom,86,99 - 109,103 - 142,1kg
2024-06-16,Mustard Leaves,18,21 - 23,22 - 30,1kg
2024-06-16,Ladies Finger,46,53 - 58,55 - 76,1kg
2024-06-16,Pumpkin,17,20 - 22,20 - 28,1kg
2024-06-16,Radish,34,39 - 43,41 - 56,1kg
2024-06-16,Ridge Gourd,36,41 - 46,43 - 59,1kg
2024-06-16,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg
2024-06-16,Snake Gourd,37,43 - 47,44 - 61,1kg
2024-06-16,Sorrel Leaves,14,16 - 18,17 - 23,1kg
2024-06-16,Spinach,10,12 - 13,12 - 17,1kg
2024-06-16,Sweet Potato,36,41 - 46,43 - 59,1kg
2024-06-17,Onion Big,37,43 - 47,44 - 61,1kg
2024-06-17,Onion Small,57,66 - 72,68 - 94,1kg
2024-06-17,Tomato,38,44 - 48,46 - 63,1kg
2024-06-17,Green Chilli,61,70 - 77,73 - 101,1kg
2024-06-17,Beetroot,44,51 - 56,53 - 73,1kg
2024-06-17,Potato,37,43 - 47,44 - 61,1kg
2024-06-17,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg
2024-06-17,Amaranth Leaves,13,15 - 17,16 - 21,1kg
2024-06-17,Amla,70,81 - 89,84 - 116,1kg
2024-06-17,Ash gourd,17,20 - 22,20 - 28,1kg
2024-06-17,Baby Corn,46,53 - 58,55 - 76,1kg
2024-06-17,Banana Flower,18,21 - 23,22 - 30,1kg
2024-06-17,Capsicum,41,47 - 52,49 - 68,1kg
2024-06-17,Bitter Gourd,34,39 - 43,41 - 56,1kg
2024-06-17,Bottle Gourd,34,39 - 43,41 - 56,1kg
2024-06-17,Butter Beans,51,59 - 65,61 - 84,1kg
2024-06-17,Broad Beans,72,83 - 91,86 - 119,1kg
2024-06-17,Cabbage,34,39 - 43,41 - 56,1kg
2024-06-17,Carrot,47,54 - 60,56 - 78,1kg
2024-06-17,Cauliflower,26,30 - 33,31 - 43,1kg
2024-06-17,Cluster beans,41,47 - 52,49 - 68,1kg
2024-06-17,Coconut,38,44 - 48,46 - 63,1kg
2024-06-17,Colocasia Leaves,17,20 - 22,20 - 28,1kg
2024-06-17,Colocasia,29,33 - 37,35 - 48,1kg
2024-06-17,Coriander Leaves,6,7 - 8,7 - 10,1kg
2024-06-17,Corn,30,35 - 38,36 - 50,1kg
2024-06-17,Cucumber,30,35 - 38,36 - 50,1kg
2024-06-17,Curry Leaves,26,30 - 33,31 - 43,1kg
2024-06-17,Dill Leaves,14,16 - 18,17 - 23,1kg
2024-06-17,Drumsticks,80,92 - 102,96 - 132,1kg
2024-06-17,Brinjal,38,44 - 48,46 - 63,1kg
2024-06-17,Brinjal (Big),32,37 - 41,38 - 53,1kg
2024-06-17,Elephant Yam,38,44 - 48,46 - 63,1kg
2024-06-17,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-06-17,French Beans,114,131 - 145,137 - 188,1kg
2024-06-17,Garlic,220,253 - 279,264 - 363,1kg
2024-06-17,Ginger,131,151 - 166,157 - 216,1kg
2024-06-17,Onion Green,38,44 - 48,46 - 63,1kg
2024-06-17,Green Peas,45,52 - 57,54 - 74,1kg
2024-06-17,Ivy Gourd,27,31 - 34,32 - 45,1kg
2024-06-17,Lemon (Lime),90,104 - 114,108 - 149,1kg
2024-06-17,Mango Raw,35,40 - 44,42 - 58,1kg
2024-06-17,Mint Leaves,5,6 - 6,6 - 8,1kg
2024-06-17,Mushroom,92,106 - 117,110 - 152,1kg
2024-06-17,Mustard Leaves,13,15 - 17,16 - 21,1kg
2024-06-17,Ladies Finger,45,52 - 57,54 - 74,1kg
2024-06-17,Pumpkin,19,22 - 24,23 - 31,1kg
2024-06-17,Radish,33,38 - 42,40 - 54,1kg
2024-06-17,Ridge Gourd,33,38 - 42,40 - 54,1kg
2024-06-17,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg
2024-06-17,Snake Gourd,37,43 - 47,44 - 61,1kg
2024-06-17,Sorrel Leaves,15,17 - 19,18 - 25,1kg
2024-06-17,Spinach,13,15 - 17,16 - 21,1kg
2024-06-17,Sweet Potato,40,46 - 51,48 - 66,1kg
2024-06-18,Onion Big,37,43 - 47,44 - 61,1kg
2024-06-18,Onion Small,57,66 - 72,68 - 94,1kg
2024-06-18,Tomato,38,44 - 48,46 - 63,1kg
2024-06-18,Green Chilli,61,70 - 77,73 - 101,1kg
2024-06-18,Beetroot,44,51 - 56,53 - 73,1kg
2024-06-18,Potato,37,43 - 47,44 - 61,1kg
2024-06-18,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg
2024-06-18,Amaranth Leaves,13,15 - 17,16 - 21,1kg
2024-06-18,Amla,70,81 - 89,84 - 116,1kg
2024-06-18,Ash gourd,17,20 - 22,20 - 28,1kg
2024-06-18,Baby Corn,46,53 - 58,55 - 76,1kg
